date,well_id,production_rate,pressure,temperature
2019-09-27 09:23:25.759334,a8737629-d401-47f9-80ec-b392df9740b3,310.5219612636578,3155.407970047899,113.61551721755569
2020-12-12 09:23:25.759347,82bfc15f-48a9-474c-91b9-820ad07e22af,224.45037321646578,4956.397200124396,110.92262095823772
2021-03-17 09:23:25.759353,973dd282-8f53-401c-98b7-52d92deb0404,337.07231045064833,2064.6254552866963,135.51601271609795
2020-01-13 09:23:25.759357,085c034b-e27a-418e-9a64-405e92350c9f,204.42055076637735,2597.30141634961,149.8437737684101
2024-04-26 09:23:25.759360,6e71b91e-aaf0-4cab-b8d6-2143d55915ab,293.0650907798844,1750.899254079442,125.02136212709915
2021-11-02 09:23:25.759365,a09c7040-4b59-4307-9bad-6c70e756075e,605.1994745259241,2395.5053973381437,107.48977058419106
2022-08-19 09:23:25.759368,3ab8e530-b3c1-437c-afba-5b63cbede0dc,418.3448236961403,1712.9019432938462,74.80659604412666
2021-11-28 09:23:25.759372,3ab8e530-b3c1-437c-afba-5b63cbede0dc,714.8172469327329,3920.774137981034,146.36167897028403
2022-03-22 09:23:25.759375,085c034b-e27a-418e-9a64-405e92350c9f,613.3468796238119,1100.7177221629383,59.80435393890808
2023-12-23 09:23:25.759379,bcf6e409-ce22-4c0b-bcf4-1c0bbd9c8821,921.5585126481132,1912.986983696248,119.77360890622016
2024-04-07 09:23:25.759383,cc255a40-3632-486d-b397-0af6ccb31541,840.3637722726089,3697.416811965754,63.547885045646254
2022-12-22 09:23:25.759386,9a3179c2-e520-4e01-9e94-f77f3ae8196c,247.81911538668896,2652.9314665816155,107.8638707036309
2022-02-22 09:23:25.759390,c6ad257c-53bb-4b07-99d8-e6ca1206f6ac,872.6688586617773,2605.7965800335037,60.179455208687614
2024-02-26 09:23:25.759394,3e506495-9c93-4fd8-9780-4b030cd90630,705.1626966283362,1193.6451426377607,58.59642822710166
2022-02-11 09:23:25.759397,00ebc0a4-d5a6-4d98-9e8b-bdce12abe300,662.3199980233433,3716.040766262733,91.4971499156988
2020-02-16 09:23:25.759401,09e112ce-a69e-4e83-a72a-52d34054e5f1,963.3685264212127,4509.987086547644,95.07387222369579
2023-10-20 09:23:25.759405,8e685a06-7f62-48b1-8fc6-3f2f28a085a5,709.7681844578899,4861.130408631371,75.23266054135061
2023-04-17 09:23:25.759408,e42e0ff7-5a37-47e5-a0c1-04d2984f2550,358.53701202833463,4230.03078956022,58.92569726130627
2021-07-06 09:23:25.759412,5eb81acd-3730-42b5-9552-1e19d4c0dabb,209.66507055420777,4693.710378962187,52.295301688676496
2023-08-22 09:23:25.759415,f1e5450b-ab82-4fe3-807e-65af0e803ebd,192.50276729310394,3185.483410462083,51.11468949708184
2021-01-03 09:23:25.759419,b2e04f0b-004b-4eb8-b719-f59ebb455f35,857.3710226698723,4021.386054632059,123.70620747099234
2021-12-08 09:23:25.759423,3eb9f80b-eaed-4289-a329-d11c51ad759d,347.1214694241902,2017.1700037631635,68.19760470356223
2023-11-16 09:23:25.759426,f9136e9c-b765-40af-ba84-06ba777f7495,620.9346195944629,1914.0569117599816,142.62742084311213
2024-03-29 09:23:25.759430,5c1e66ac-10db-4330-9c13-8a457d953ae8,139.37334714471103,1470.3252506835488,60.88344453058045
2023-10-23 09:23:25.759433,bfb27ff0-5ef4-4cb7-b161-2735d750e80a,523.4399599549718,4653.961476958124,91.80697851110462
2022-07-30 09:23:25.759437,b218394a-78f9-40b9-8e1b-ae3c568c3450,784.5312830203584,3207.3413228201794,64.01549042698723
2024-01-04 09:23:25.759441,6629b571-fd40-48a2-af46-7bf7b2e78e57,230.94465243117162,1722.3708478457986,106.7430709843443
